payment_id,payment_number,payment_amount,invoice_count,invoice_amount,difference,status
73985000000553550,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553482,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553416,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553350,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553284,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553218,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553152,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553086,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553020,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552975,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552909,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552843,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552777,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552703,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552637,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552571,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552505,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552437,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552371,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552297,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552231,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552165,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552099,,0.0,0,0.0,0.0,NO_INVOICES
73985000000552033,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551954,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551888,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551822,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551756,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551690,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551624,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551558,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551492,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551424,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551358,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551292,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551226,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551160,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551092,,0.0,0,0.0,0.0,NO_INVOICES
73985000000551010,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550965,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550899,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550833,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550767,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550701,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550635,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550569,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550503,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550437,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550371,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550305,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550239,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550173,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550109,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550071,,0.0,0,0.0,0.0,NO_INVOICES
73985000000550005,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549939,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549873,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549791,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549725,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549659,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549593,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549527,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549461,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549395,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549329,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549263,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549197,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549129,,0.0,0,0.0,0.0,NO_INVOICES
73985000000549063,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548944,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548878,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548812,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548746,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548680,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548596,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548530,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548464,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548398,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548332,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548266,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548200,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548134,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548068,,0.0,0,0.0,0.0,NO_INVOICES
73985000000548002,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547997,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547931,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547865,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547799,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547731,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547665,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547599,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547533,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547467,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547401,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547335,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547269,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547203,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547137,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547071,,0.0,0,0.0,0.0,NO_INVOICES
73985000000547005,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546936,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546870,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546804,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546738,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546670,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546604,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546530,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546464,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546398,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546332,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546264,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546198,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546132,,0.0,0,0.0,0.0,NO_INVOICES
73985000000546066,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545939,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545873,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545807,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545741,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545675,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545609,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545543,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545477,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545411,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545343,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545277,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545211,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545145,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545071,,0.0,0,0.0,0.0,NO_INVOICES
73985000000545005,,0.0,0,0.0,0.0,NO_INVOICES
73985000000543000,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542934,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542868,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542802,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542736,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542670,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542604,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542538,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542472,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542406,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541939,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541871,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541803,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542340,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542274,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542208,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542142,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542076,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542010,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541737,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541671,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541605,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541531,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541463,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541397,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541331,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541265,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541199,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541133,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541067,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537944,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537878,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537812,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537746,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537680,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537614,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537548,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537482,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537416,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537348,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537282,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537216,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537150,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537084,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537018,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535999,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535933,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535867,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535801,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535735,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535669,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535603,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535537,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535471,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535405,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535339,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535273,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535207,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535141,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535075,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535009,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533942,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533876,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533810,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533744,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533678,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533612,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533546,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533478,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533412,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533346,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528088,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528154,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528220,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528286,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528354,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528420,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528486,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528552,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528618,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528686,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528752,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528818,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528884,,0.0,0,0.0,0.0,NO_INVOICES
73985000000528950,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530009,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530075,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530141,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530207,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530273,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530339,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530405,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530471,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530537,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530605,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530671,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530737,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530803,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530869,,0.0,0,0.0,0.0,NO_INVOICES
73985000000530943,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533016,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533082,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533148,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533214,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533280,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533346,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533412,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533478,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533546,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533612,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533678,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533744,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533810,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533876,,0.0,0,0.0,0.0,NO_INVOICES
73985000000533942,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535009,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535075,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535141,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535207,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535273,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535339,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535405,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535471,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535537,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535603,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535669,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535735,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535801,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535867,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535933,,0.0,0,0.0,0.0,NO_INVOICES
73985000000535999,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537018,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537084,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537150,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537216,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537282,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537348,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537416,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537482,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537548,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537614,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537680,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537746,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537812,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537878,,0.0,0,0.0,0.0,NO_INVOICES
73985000000537944,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541067,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541133,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541199,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541265,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541331,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541397,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541463,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541531,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541605,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541671,,0.0,0,0.0,0.0,NO_INVOICES
73985000000541737,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542010,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542076,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542142,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542208,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542274,,0.0,0,0.0,0.0,NO_INVOICES
73985000000542340,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554967,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559975,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574035,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574101,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574167,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574233,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574299,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574365,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574431,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574497,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574563,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574629,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574695,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574761,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574835,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574901,,0.0,0,0.0,0.0,NO_INVOICES
73985000000574967,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575041,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575107,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575173,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575241,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575307,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575373,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575439,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575505,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575571,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575639,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575705,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575771,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575837,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575903,,0.0,0,0.0,0.0,NO_INVOICES
73985000000575971,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583033,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583099,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583165,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583231,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583297,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583363,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583429,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583495,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583561,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583629,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583695,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583761,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583827,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583893,,0.0,0,0.0,0.0,NO_INVOICES
73985000000583959,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587037,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587103,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587169,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587235,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587301,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587367,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587433,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587499,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587565,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587631,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587697,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587765,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587831,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587897,,0.0,0,0.0,0.0,NO_INVOICES
73985000000587963,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599025,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599091,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599157,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599223,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599289,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599355,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599421,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599487,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599553,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599619,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599685,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599751,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599817,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599883,,0.0,0,0.0,0.0,NO_INVOICES
73985000000599949,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605029,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605105,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605171,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605237,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605303,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605369,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605435,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605501,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605569,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605635,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605701,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605767,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605833,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605899,,0.0,0,0.0,0.0,NO_INVOICES
73985000000605965,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611015,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611081,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611147,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611213,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611279,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611347,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611413,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611479,,0.0,0,0.0,0.0,NO_INVOICES
73985000000611545,,0.0,0,0.0,0.0,NO_INVOICES
73985000000619031,,0.0,0,0.0,0.0,NO_INVOICES
73985000000619097,,0.0,0,0.0,0.0,NO_INVOICES
73985000000619163,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553617,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553685,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553751,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553817,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553883,,0.0,0,0.0,0.0,NO_INVOICES
73985000000553949,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554041,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554107,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554173,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554239,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554305,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554373,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554439,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554505,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554571,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554637,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554703,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554769,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554835,,0.0,0,0.0,0.0,NO_INVOICES
73985000000554901,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559015,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559081,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559155,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559221,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559287,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559353,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559419,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559495,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559561,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559627,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559693,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559767,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559841,,0.0,0,0.0,0.0,NO_INVOICES
73985000000559907,,0.0,0,0.0,0.0,NO_INVOICES
73985000000523242,,0.0,0,0.0,0.0,NO_INVOICES
